Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
18-013848,2018-03,03/29/2018 09:00,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4343,W FLORISSANT AVE,85, , ,4343,FLORISSANT,898802.6,1036778
18-014482,2018-03,03/29/2018 13:00,Y, , ,1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3708,PHILLIPS PL,15, , , , ,892492.5,1003525
18-013984,2018-03,03/29/2018 21:00,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4602,WILCOX AVE,5, , ,4602,WILCOX,885055.6,1000777
18-013977,2018-03,03/29/2018 22:20,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,CHIPPEWA ST / NEBRASKA AVE,16, , , , ,896391.1,1002781
18-014042,2018-03,03/30/2018 11:30,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4682,LABADIE AVE,56,WM. G. GILLESPIE VILLAGE,APT 207,4682,LABADIE,892307.4,1032232
18-014188,2018-03,03/30/2018 18:00,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3880,FEDERER PL,3, , ,3880,FEDERER,887636.3,995127.5
18-014277,2018-03,03/31/2018 22:00,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,ARLINGTON AVE / DR MARTIN LUTH,78, , , , ,885677.6,1031910
18-014318,2018-03,03/31/2018 23:00,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4246,W EVANS AVE,58, , ,4246,EVANS,893657.6,1026944
18-005454,2018-03,05/15/2017 12:00,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,GOODFELLOW BLVD / LILLIAN AVE,76, , , , ,887762.9,1044345
15-051470,2018-03,10/08/2015 23:20, , , ,-1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4444,NATURAL BRIDGE,56, , ,4444,NATURAL BRIDGE,0,0
17-055345,2018-03,10/09/2017 17:00, , , ,-1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5046,QUEENS,71, , ,5046,QUEENS,0,0
17-056613,2018-03,11/17/2017 17:30, , , ,-1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3414,ITASKA,16, , ,3414,ITASKA,0,0
17-060134,2018-03,12/09/2017 12:30, , , ,-1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3832,COTTAGE,59, , ,3832,COTTAGE,0,0
17-060645,2018-03,12/12/2017 17:40, , , ,-1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR, , ,9, , , , ,0,0
17-061461,2018-03,12/18/2017 02:30, , , ,-1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3606,19TH,65, , ,3606,19TH,0,0
18-005674,2018-03,02/05/2018 08:00,Y, , ,1, , 71030,0,AUTO THEFT-PERM RETNT/JOY RIDE,11973,SAN REMO DR,0, ,APARTMENT COMPLEX,11973,SAN REMO,900430.3,1077061
18-007999,2018-03,02/19/2018 21:00, , , ,-1, , 71030,6,AUTO THEFT-PERM RETNT/JOY RIDE,825,GUSTAV,74, , , , ,0,0
18-008219,2018-03,02/21/2018 09:10,Y, , ,1, , 71030,1,AUTO THEFT-PERM RETNT/JOY RIDE,3631,MERAMEC ST,16, , ,3631,MERAMEC,893056.9,1000724
18-009640,2018-03,02/23/2018 20:00,Y, , ,1, , 71030,1,AUTO THEFT-PERM RETNT/JOY RIDE,5009,TENNESSEE AVE,16, , ,5009,TENNESSEE,891647.5,997314.1
18-009597,2018-03,03/02/2018 10:15,Y, , ,1, , 71030,2,AUTO THEFT-PERM RETNT/JOY RIDE,1048,HAMPTON AVE,41, , ,1048,HAMPTON,881131.1,1018397
18-009613,2018-03,03/02/2018 13:00,Y, , ,1, , 71030,6,AUTO THEFT-PERM RETNT/JOY RIDE,5421,THEKLA AVE,72, ,@SCHOOL - CONFLUENCE ACADEMY WALNUT,5421,THEKLA,892805.4,1042035
18-009701,2018-03,03/02/2018 18:00,Y, , ,1, , 71030,5,AUTO THEFT-PERM RETNT/JOY RIDE,5050,HIGHLAND AVE,52, , ,5050,HIGHLAND,888888.9,1032332
18-009667,2018-03,03/02/2018 20:20,Y, , ,1, , 71030,1,AUTO THEFT-PERM RETNT/JOY RIDE,5922,PENNSYLVANIA AVE,1, , ,5922,PENNSYLVANIA,893054.6,992694.1
18-009766,2018-03,03/03/2018 12:00,Y, , ,1, , 71030,3,AUTO THEFT-PERM RETNT/JOY RIDE,3314,ARSENAL ST,25, , ,3314,ARSENAL,895313.6,1008090
18-009899,2018-03,03/04/2018 01:00,Y, , ,1, , 71030,4,AUTO THEFT-PERM RETNT/JOY RIDE,500,S BROADWAY,35, , ,500,BROADWAY,908557.7,1015477
18-010032,2018-03,03/04/2018 23:00,Y, , ,1, , 71030,6,AUTO THEFT-PERM RETNT/JOY RIDE,4344,PRAIRIE AVE,67, , ,4344,PRAIRIE,901720.9,1033259
18-010211,2018-03,03/06/2018 15:00,Y, , ,1, , 71030,1,AUTO THEFT-PERM RETNT/JOY RIDE,4930,CHRISTY BLVD,5, ,BURLINGTON COAT FACTORY,4930,CHRISTY,884082.3,1001677
18-010592,2018-03,03/08/2018 23:30,Y, , ,1, , 71030,5,AUTO THEFT-PERM RETNT/JOY RIDE,2615,HODIAMONT AVE,50, , , , ,882233.3,1036249
18-010611,2018-03,03/09/2018 07:20,Y, , ,1, , 71030,6,AUTO THEFT-PERM RETNT/JOY RIDE,1431,VERONICA AVE,74, , ,1431,VERONICA,894360.7,1050413
18-010930,2018-03,03/10/2018 21:00,Y, , ,1, , 71030,6,AUTO THEFT-PERM RETNT/JOY RIDE,8834,PARK LN,73, , ,4369,LEE,892919.9,1051041
18-010907,2018-03,03/10/2018 21:15,Y, , ,1, , 71030,6,AUTO THEFT-PERM RETNT/JOY RIDE,874,RIVER RUN CT,75, , ,874,RIVER RUN,898983.8,1054509
18-010947,2018-03,03/10/2018 22:00,Y, , ,1, , 71030,5,AUTO THEFT-PERM RETNT/JOY RIDE,2858,N EUCLID AVE,55, , ,2858,EUCLID,890849.5,1032902
18-011075,2018-03,03/11/2018 09:00,Y, , ,1, , 71030,4,AUTO THEFT-PERM RETNT/JOY RIDE,2719,COLEMAN ST,59, , ,2719,COLEMAN,899992.1,1026442
18-011122,2018-03,03/12/2018 12:40,Y, , ,1, , 71030,3,AUTO THEFT-PERM RETNT/JOY RIDE,3800,S BROADWAY,18, , ,3800,BROADWAY,898410.3,1002284
18-011332,2018-03,03/12/2018 16:00,Y, , ,1, , 71030,2,AUTO THEFT-PERM RETNT/JOY RIDE,5740,W PARK AVE,41, , ,5740,PARK,882339.8,1016776
18-011234,2018-03,03/13/2018 08:45,Y, , ,1, , 71030,1,AUTO THEFT-PERM RETNT/JOY RIDE,4746,S COMPTON AVE,17, , ,4746,COMPTON,894070,996519.8
18-011592,2018-03,03/14/2018 21:00,Y, , ,1, , 71030,4,AUTO THEFT-PERM RETNT/JOY RIDE,0,N COMPTON AVE / OLIVE ST,37, , , , ,898574.5,1020432
18-011718,2018-03,03/15/2018 02:30,Y, , ,1, , 71030,4,AUTO THEFT-PERM RETNT/JOY RIDE,1500,LOCUST ST,36, ,YMCA PARKING LOT,1500,LOCUST,905415.6,1018844
18-011737,2018-03,03/15/2018 20:00,Y, , ,1, , 71030,3,AUTO THEFT-PERM RETNT/JOY RIDE,1250,CHOUTEAU AVE,33, , ,1250,CHOUTEAU,904923.6,1013991
18-011733,2018-03,03/16/2018 04:00,Y, , ,1, , 71030,4,AUTO THEFT-PERM RETNT/JOY RIDE,3611,N 25TH ST,65, , ,3611,25TH,903513.8,1028936
18-011732,2018-03,03/16/2018 05:35,Y, , ,1, , 71030,1,AUTO THEFT-PERM RETNT/JOY RIDE,5104,PENNSYLVANIA AVE,17, , ,5104,PENNSYLVANIA,894605.4,995148.5
18-011925,2018-03,03/17/2018 02:00,Y, , ,1, , 71030,3,AUTO THEFT-PERM RETNT/JOY RIDE,2700,CHIPPEWA ST,16, , ,2700,CHIPPEWA,897545.1,1002394
18-012065,2018-03,03/18/2018 00:01,Y, , ,1, , 71030,5,AUTO THEFT-PERM RETNT/JOY RIDE,4860,HAMMETT PL,55, , , , ,890026.4,1031197
18-012215,2018-03,03/19/2018 06:00,Y, , ,1, , 71030,3,AUTO THEFT-PERM RETNT/JOY RIDE,3428,VIRGINIA AVE,30, , ,3428,VIRGINIA,895128.1,1005211
18-012296,2018-03,03/19/2018 08:00,Y, , ,1, , 71030,1,AUTO THEFT-PERM RETNT/JOY RIDE,5436,BLOW ST,6, , ,5436,BLOW,879146.4,997401.6
18-012503,2018-03,03/20/2018 18:30,Y, , ,1, , 71030,6,AUTO THEFT-PERM RETNT/JOY RIDE,4250,SAN FRANCISCO AVE,68, , ,4250,SAN FRANCISCO,896982.3,1032581
18-012491,2018-03,03/20/2018 19:15,Y, , ,1, , 71030,3,AUTO THEFT-PERM RETNT/JOY RIDE,3627,PENNSYLVANIA AVE,19, , ,3627,PENNSYLVANIA,896041.1,1003746
18-012496,2018-03,03/20/2018 20:20,Y, , ,1, , 71030,4,AUTO THEFT-PERM RETNT/JOY RIDE,4500,N BROADWAY,64,ENERGY EXPRESS, ,4500,BROADWAY,905164,1033720
18-012625,2018-03,03/21/2018 10:00,Y, , ,1, , 71030,3,AUTO THEFT-PERM RETNT/JOY RIDE,2725,OSAGE ST,16, , ,2725,OSAGE,897141.8,1001306
18-012678,2018-03,03/21/2018 14:00,Y, , ,1, , 71030,6,AUTO THEFT-PERM RETNT/JOY RIDE,4633,POPE AVE,69, , ,4633,POPE,898127.1,1036586
18-012607,2018-03,03/21/2018 14:40,Y, , ,1, , 71030,5,AUTO THEFT-PERM RETNT/JOY RIDE,5451,PAGE BLVD,78,NEW WAY MARKET, ,5555,PAGE,884217.3,1030427
18-012751,2018-03,03/21/2018 17:00,Y, , ,1, , 71030,3,AUTO THEFT-PERM RETNT/JOY RIDE,3751,S JEFFERSON AVE,19,MOTOMART, ,6200,VIRGINIA,898162.7,1002525
18-012668,2018-03,03/21/2018 22:00,Y, , ,1, , 71030,1,AUTO THEFT-PERM RETNT/JOY RIDE,6602,ALABAMA AVE,1, , ,6602,ALABAMA,890287.6,992152.3
18-012676,2018-03,03/22/2018 02:22,Y, , ,1, , 71030,6,AUTO THEFT-PERM RETNT/JOY RIDE,0,W FLORISSANT AVE / I 70 EASTBO,69, ,@INTERSTATE, , ,897988.4,1037636
18-012838,2018-03,03/22/2018 15:00,Y, , ,1, , 71030,3,AUTO THEFT-PERM RETNT/JOY RIDE,3305,POTOMAC ST,19, , ,3305,POTOMAC,895059.1,1004990
18-012768,2018-03,03/22/2018 15:55,Y, , ,1, , 71030,4,AUTO THEFT-PERM RETNT/JOY RIDE,3710,N GRAND BLVD,67,@MOBILE, , , ,901258.3,1029801
18-012828,2018-03,03/23/2018 00:20,Y, , ,1, , 71030,4,AUTO THEFT-PERM RETNT/JOY RIDE,1214,N 9TH ST,62, , , , ,908529.5,1020719
18-012941,2018-03,03/23/2018 14:00,Y, , ,1, , 71030,1,AUTO THEFT-PERM RETNT/JOY RIDE,0,MINNESOTA AVE / OSCEOLA ST,17, , , , ,895099.9,998923.1
18-013095,2018-03,03/24/2018 13:00,Y, , ,1, , 71030,3,AUTO THEFT-PERM RETNT/JOY RIDE,2749,KEOKUK ST,16, , ,2749,KEOKUK,896949.9,1002001
18-013125,2018-03,03/24/2018 23:12,Y, , ,1, , 71030,1,AUTO THEFT-PERM RETNT/JOY RIDE,4684,S GRAND BLVD,16, , ,4684,GRAND,892005.6,998163.1
18-013393,2018-03,03/25/2018 18:00,Y, , ,1, , 71030,3,AUTO THEFT-PERM RETNT/JOY RIDE,1720,CHOUTEAU AVE,33, , ,1720,CHOUTEAU,903721,1014843
18-013484,2018-03,03/27/2018 00:58,Y, , ,1, , 71030,1,AUTO THEFT-PERM RETNT/JOY RIDE,5229,DEWEY AVE,3, , ,5229,DEWEY,889961.6,997411.9
18-013647,2018-03,03/28/2018 09:15,Y, , ,1, , 71030,2,AUTO THEFT-PERM RETNT/JOY RIDE,3882,MCDONALD AVE,15, , ,3882,MCDONALD,891632.4,1006104
18-013806,2018-03,03/28/2018 20:00,Y, , ,1, , 71030,1,AUTO THEFT-PERM RETNT/JOY RIDE,6032,S KINGSHIGHWAY BLVD,6, , ,6023,KINGSHIGHWAY,882069,998310.2
18-013806,2018-03,03/28/2018 20:00, , , ,-1, , 71030,1,AUTO THEFT-PERM RETNT/JOY RIDE,6032,S KINGSHIGHWAY BLVD,6, , ,6023,KINGSHIGHWAY,882069,998310.2
18-013972,2018-03,03/30/2018 06:00,Y, , ,1, , 71030,3,AUTO THEFT-PERM RETNT/JOY RIDE,1020,HICKORY PL,34, , ,1020,HICKORY,905538.4,1013296
18-014066,2018-03,03/30/2018 17:10,Y, , ,1, , 71030,6,AUTO THEFT-PERM RETNT/JOY RIDE,0,HARNEY AVE / RIVERVIEW BLVD,72, , , , ,891258.3,1045719
18-014175,2018-03,03/30/2018 23:00,Y, , ,1, , 71030,5,AUTO THEFT-PERM RETNT/JOY RIDE,5229,MAPLE AVE,51, , ,5229,MAPLE,885733.3,1029246
18-014147,2018-03,03/31/2018 04:40,Y, , ,1, , 71030,2,AUTO THEFT-PERM RETNT/JOY RIDE,60,HAMPTON VILLAGE PLZ,7, , ,60,HAMPTON VILLAGE,879568.8,1004479
17-060645,2018-03,12/12/2017 17:40, , , ,1, , 71030,2,AUTO THEFT-PERM RETNT/JOY RIDE, , ,9, , , , ,0,0
18-010962,2018-03,03/11/2018 00:01,Y, , ,1, , 71040,6,AUTO THEFT-PERM RETNT/ATTEMPT,8750,RIVERVIEW BLVD,74, , ,8750,RIVERVIEW,894049.5,1050021
18-011007,2018-03,03/11/2018 10:00,Y, , ,1, , 71040,5,AUTO THEFT-PERM RETNT/ATTEMPT,4504,WESTMINSTER PL,38, , ,4504,WESTMINSTER,889884.4,1024565
18-011702,2018-03,03/13/2018 20:30,Y, , ,1, , 71040,5,AUTO THEFT-PERM RETNT/ATTEMPT,5822,WESTMINSTER PL,46, , ,5822,WESTMINSTER,880210.4,1026475
18-012541,2018-03,03/20/2018 07:00,Y, , ,1, , 71040,6,AUTO THEFT-PERM RETNT/ATTEMPT,4264,CLARENCE AVE,68, ,APT A,4264,CLARENCE,897312.4,1035177
18-013706,2018-03,03/27/2018 12:00,Y, , ,1, , 71040,2,AUTO THEFT-PERM RETNT/ATTEMPT,5805,POTOMAC ST,14, , ,5805,POTOMAC,879936.2,1006852
18-013975,2018-03,03/29/2018 20:00,Y, , ,1, , 71040,1,AUTO THEFT-PERM RETNT/ATTEMPT,4400,OSCEOLA ST,5, , ,4400,OSCEOLA,886613.6,1003300
18-013954,2018-03,03/29/2018 20:00,Y, , ,1, , 71040,4,AUTO THEFT-PERM RETNT/ATTEMPT,0,N 13TH ST / ST CHARLES ST,36, , , , ,906349.9,1018984
18-010017,2018-03,02/17/2018 18:00,Y, , ,1, , 72113,4,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,418,S TUCKER BLVD,35,UHAUL,STORAGE FACILITY,418,TUCKER,906090.9,1016042
18-010017,2018-03,02/17/2018 18:00, , , ,-1, , 72113,4,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,418,S TUCKER BLVD,35,UHAUL,STORAGE FACILITY,418,TUCKER,906090.9,1016042
18-009398,2018-03,02/28/2018 18:30,Y, , ,1, , 72113,2,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,5745,NOTTINGHAM AVE,7, , ,5745,NOTTINGHAM,879656.5,1002680
18-009876,2018-03,03/02/2018 21:00,Y, , ,1, , 72113,3,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,400,BARTON ST,20, , ,400,BARTON,904758.4,1007636
18-009862,2018-03,03/03/2018 11:37,Y, , ,1, , 72113,2,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,3472,TEDMAR AVE,14, , ,3472,TEDMAR,882153.6,1006061
18-009779,2018-03,03/03/2018 15:05,Y, , ,1, , 72113,3,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,0,CHIPPEWA ST / S GRAND BLVD,16, , , , ,893298.8,1003257
18-012200,2018-03,03/18/2018 21:00,Y, , ,1, , 72113,1,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,4940,LISETTE AVE,6, , ,4940,LISETTE,881463.8,998281
18-012259,2018-03,03/19/2018 09:49,Y, , ,1, , 72113,2,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,6455,MANCHESTER AVE,43, ,#RESTARAUNT DEPOT,6455,MANCHESTER,878450.1,1015037
18-012724,2018-03,03/20/2018 19:00,Y, , ,1, , 72113,5,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,5784,PERSHING AVE,46, , ,5784,PERSHING,880326.1,1025087
18-012690,2018-03,03/21/2018 23:45,Y, , ,1, , 72113,5,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,5162,DELMAR BLVD,38, , ,5162,DELMAR,886036.8,1026269
18-012931,2018-03,03/23/2018 16:00,Y, , ,1, , 72113,2,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,0,MANCHESTER AVE / MITCHELL AVE,10, , , , ,878105.9,1014741
18-013193,2018-03,03/24/2018 19:00,Y, , ,1, , 72113,5,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,4399,FOREST PARK AVE,38, ,APT 437,4399,FOREST PARK,890245.9,1021299
18-013636,2018-03,03/27/2018 23:00,Y, , ,1, , 72113,1,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,3925,BATES ST,5, , ,3925,BATES,888498.1,997441.1
18-013661,2018-03,03/28/2018 09:00,Y, , ,1, , 72113,6,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,4343,W FLORISSANT AVE,85,YMCA, ,4643,FLORISSANT,898802.6,1036778
18-013868,2018-03,03/28/2018 20:00,Y, , ,1, , 72113,3,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,3439,SHENANDOAH AVE,25, , ,3439,SHENANDOAH,895184.5,1010961
18-014022,2018-03,03/30/2018 09:00,Y, , ,1, , 72113,5,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,4230,WEST PINE BLVD,38, , ,4232,WEST PINE,891310.9,1021814
17-051385,2018-03,10/18/2017 21:00, , , ,-1, , 72113,6,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,5310,EUCLID,71, ,@EUCLID PZ,5310,EUCLID,0,0
18-010934,2018-03,03/10/2018 22:00,Y, , ,1, , 72130,2,AUTO THEFT-TRUCK/PERM RETNT/JOY RIDE,5348,THOLOZAN AVE,14, , ,5348,THOLOZAN,882331.6,1005403
18-012063,2018-03,03/18/2018 06:59,Y, , ,1, , 72130,6,AUTO THEFT-TRUCK/PERM RETNT/JOY RIDE,5003,NATURAL BRIDGE AVE,70,BP AMOCO, , , ,891035.4,1035280
18-013813,2018-03,03/28/2018 19:30,Y, , ,1, , 72130,3,AUTO THEFT-TRUCK/PERM RETNT/JOY RIDE,1424,MISSISSIPPI AVE,32, , ,1424,MISSISSIPPI,902151,1013498
18-009783,2018-03,03/03/2018 00:01,Y, , ,1, , 72140,4,AUTO THEFT-TRUCK/PERM RETNT/ATTEMPT,1531,WASHINGTON AVE,36, , ,1531,WASHINGTON,905491.8,1019489
18-010404,2018-03,03/07/2018 05:30,Y, , ,1, , 72140,2,AUTO THEFT-TRUCK/PERM RETNT/ATTEMPT,0,FAUQUIER DR / S SKINKER BLVD,45, , , , ,876559.9,1022496
18-010820,2018-03,03/09/2018 16:30,Y, , ,1, , 73313,3,AUTO THEFT-MTRCYCLE/PERM RETNT/UNRECOV OVER 48,2117,SIDNEY ST,22, , ,2117,SIDNEY,900421.6,1009047
18-011467,2018-03,03/14/2018 13:15,Y, , ,1, , 73313,1,AUTO THEFT-MTRCYCLE/PERM RETNT/UNRECOV OVER 48,5029,LOUISIANA AVE,16, , ,5029,LOUISIANA,891849.3,996966.4
18-012614,2018-03,03/21/2018 13:40,Y, , ,1, , 73313,2,AUTO THEFT-MTRCYCLE/PERM RETNT/UNRECOV OVER 48,3361,SUBLETTE AVE,14, , ,3361,SUBLETTE,882769,1007062
18-014234,2018-03,03/29/2018 19:30,Y, , ,1, , 73313,1,AUTO THEFT-MTRCYCLE/PERM RETNT/UNRECOV OVER 48,5162,CHRISTY AVE,5, , ,5162,CHRISTY,884455.8,1000186
18-009533,2018-03,03/01/2018 17:30,Y, , ,1, , 73413,5,AUTO THEFT-OTHR VEH/PERM RETNT/UNRECOV OVER 48,4811,DELMAR BLVD,53, , ,4811,DELMAR,888943.1,1026191
18-009752,2018-03,03/02/2018 20:00,Y, , ,1, , 73413,1,AUTO THEFT-OTHR VEH/PERM RETNT/UNRECOV OVER 48,6432,HAMPTON AVE,6, , ,6432,HAMPTON,878951.1,998034.4
18-014180,2018-03,10/01/2017 00:01,Y, , ,1, , 73413,5,AUTO THEFT-OTHR VEH/PERM RETNT/UNRECOV OVER 48,4465,LACLEDE AVE,38, , ,4465,LACLEDE,889499.8,1021883
16-012040,2018-03,03/15/2016 06:04,Y, , ,1, , 81000,4,ARSON-1ST DEGREE/SUCCESS,3615,N 20TH ST,65, , , , ,905116.1,1029186
18-009539,2018-03,03/01/2018 11:00,Y, , ,1, , 82000,5,ARSON-2ND DEGREE/SUCCESS,4329,ALDINE AVE,57, , ,4329,ALDINE,893419.6,1028249
18-009817,2018-03,03/03/2018 19:30,Y, , ,1, , 82000,5,ARSON-2ND DEGREE/SUCCESS,5138,NORTHLAND AVE,52, , ,5143,NORTHLAND,888462.4,1032984
18-010127,2018-03,03/06/2018 02:15,Y, , ,1, , 82000,6,ARSON-2ND DEGREE/SUCCESS,6026,LUCILLE AVE,76, , ,6000,LUCILLE,890009.8,1045573
18-010884,2018-03,03/10/2018 18:20,Y, , ,1, , 82000,6,ARSON-2ND DEGREE/SUCCESS,4141,FARLIN AVE,68, ,DUPLEX 4141-4143 FARLIN,4154,FARLIN,897870.3,1032973
18-011769,2018-03,03/15/2018 15:00,Y, , ,1, , 82000,3,ARSON-2ND DEGREE/SUCCESS,3229,GRAVOIS AVE,25, , ,3229,GRAVOIS,895314.1,1006650
18-007028,2018-03,02/14/2018 01:22,Y, , ,1, , 83000,3,ARSON-KNOWINGLY BURNING/SUCCESS,3200,GRAVOIS,30, , ,3300,GRAVOIS,0,0
18-007832,2018-03,02/19/2018 02:00, , , ,-1, , 83000,5,ARSON-KNOWINGLY BURNING/SUCCESS,1234,EUCLID,53, , ,1234,EUCLID,0,0
18-009402,2018-03,03/01/2018 03:50,Y, , ,1, , 83000,2,ARSON-KNOWINGLY BURNING/SUCCESS,0,SWAN AVE / S TAYLOR AVE,39, , , , ,888291.4,1016668
18-010917,2018-03,03/11/2018 01:25,Y, , ,1, , 83000,6,ARSON-KNOWINGLY BURNING/SUCCESS,5201,BULWER AVE,64, ,STREET, , ,903815.3,1036056
18-011154,2018-03,03/12/2018 16:45,Y, , ,1, , 83000,6,ARSON-KNOWINGLY BURNING/SUCCESS,0,I 70 WESTBOUND / UNION BLVD,70, ,ALIAS WB 70/UNION BLVD CITY, , ,891330.3,1039689
18-011208,2018-03,03/12/2018 23:12,Y, , ,1, , 83000,6,ARSON-KNOWINGLY BURNING/SUCCESS,1199,RIVERVIEW BLVD,74,PHILLIPS 66,PHILLIPS 66, , ,894567,1052209
18-011218,2018-03,03/13/2018 04:15,Y, , ,1, , 83000,6,ARSON-KNOWINGLY BURNING/SUCCESS,4700,ASHLAND AVE,55, , ,4700,ASHLAND,892673.2,1033048
16-012040,2018-03,03/15/2016 06:04,Y, , ,1, , 83000,4,ARSON-KNOWINGLY BURNING/SUCCESS,3615,N 20TH ST,65, , , , ,905116.1,1029186
18-011584,2018-03,03/15/2018 08:50,Y, , ,1, , 83000,5,ARSON-KNOWINGLY BURNING/SUCCESS,1922,SEMPLE AVE,50, , ,1922,SEMPLE,885986.8,1033099
18-011815,2018-03,03/16/2018 15:10,Y, , ,1, , 83000,3,ARSON-KNOWINGLY BURNING/SUCCESS,3209,CHIPPEWA ST,19,COURTESY COIN LAUNDRY, , , ,895044.7,1003013
18-011873,2018-03,03/17/2018 02:00,Y, , ,1, , 83000,1,ARSON-KNOWINGLY BURNING/SUCCESS,5542,S 37TH ST,3, , ,5542,37TH,890178.3,996849.4
18-012665,2018-03,03/21/2018 22:59,Y, , ,1, , 83000,5,ARSON-KNOWINGLY BURNING/SUCCESS,4590,GARFIELD AVE,56, , , , ,891783.1,1029703
18-013272,2018-03,03/25/2018 23:00,Y, , ,1, , 83000,6,ARSON-KNOWINGLY BURNING/SUCCESS,5812,W FLORISSANT AVE,72, ,REAR ALLEY,5812,FLORISSANT,892013.9,1045640
18-013295,2018-03,03/26/2018 02:15,Y, , ,1, , 83000,6,ARSON-KNOWINGLY BURNING/SUCCESS,3962,N TAYLOR AVE,69, , ,3962,TAYLOR,894980.5,1033954
18-013291,2018-03,03/26/2018 05:00,Y, , ,1, , 83000,4,ARSON-KNOWINGLY BURNING/SUCCESS,0,N 14TH ST / MONROE ST,63, ,@ALLEY SOUTH OF MONROE ST, , ,907142.1,1024735
18-014242,2018-03,03/31/2018 17:00,Y, , ,1, , 83000,5,ARSON-KNOWINGLY BURNING/SUCCESS,5064,WABADA AVE,52, , ,5064,WABADA,888471.2,1032147
18-013683,2018-03,03/27/2018 12:36,Y, , ,1, , 85000,1,ARSON-NEGLIGENTLY BURNING,3708,COURTOIS ST,4, ,UNOCCUPIED SINGLE FAMILY RESIDENCE,3708,COURTOIS,885275.1,990510.5
18-006811,2018-03,02/09/2018 17:00, , , ,-1, , 91113,5,SIMPLE ASSAULT-ADULT/NO INJURY,3431,UNION,50, ,@SCHNUCKS - CITY PLAZA ON UNION,4922,PALM,0,0
18-009518,2018-03,03/01/2018 17:30,Y, , ,1, , 91113,5,SIMPLE ASSAULT-ADULT/NO INJURY,1420,BELT AVE,78, , ,1400,BELT,884851.8,1031486
18-010051,2018-03,03/01/2018 20:30,Y, , ,1, , 91113,2,SIMPLE ASSAULT-ADULT/NO INJURY,6715,MANCHESTER AVE,43,FAILONIS RESTAURANT & BAR,BAR AND GRILL,6715,MANCHESTER,876335.3,1014116
18-009609,2018-03,03/02/2018 12:20,Y, , ,1, , 91113,2,SIMPLE ASSAULT-ADULT/NO INJURY,0,S KINGSHIGHWAY BLVD / S VANDEV,13, , , , ,886603.8,1011974
18-009609,2018-03,03/02/2018 12:20,Y, , ,1, , 91113,2,SIMPLE ASSAULT-ADULT/NO INJURY,0,S KINGSHIGHWAY BLVD / S VANDEV,13, , , , ,886603.8,1011974
18-009814,2018-03,03/03/2018 15:00,Y, , ,1, , 91113,6,SIMPLE ASSAULT-ADULT/NO INJURY,3925,GREER AVE,56, , ,3925,GREER,898412.7,1029498
